2_019 : 0.22,0.24,0.24,0.22,0.25,0.26,0.21,0.23,0.25,0.26,0.23,0.24,0.23,0.25,0.2,0.24,0.24,0.25,0.24,0.23,0.23,0.24,0.26,0.22,0.27,0.27,0.25,0.25,0.23,0.24,0.26,0.29,0.2,0.27,0.28,0.23,0.29,0.25,0.25,0.25,0.21,0.24,0.26,0.21,0.24,0.26,0.26,0.26,0.27,0.26,
2_021 : 0.24,0.28,0.24,0.25,0.28,0.25,0.26,0.26,0.31,0.26,0.25,0.3,0.25,0.27,0.25,0.28,0.26,0.26,0.29,0.25,0.25,0.29,0.26,0.27,0.25,0.26,0.25,0.28,0.26,0.26,0.26,0.24,0.26,0.26,0.26,0.26,0.31,0.29,0.26,0.27,0.26,0.25,0.25,0.26,0.29,0.26,0.27,0.27,0.28,0.26,
2_012 : 0.25,0.26,0.24,0.25,0.26,0.23,0.25,0.28,0.26,0.26,0.23,0.25,0.23,0.26,0.23,0.27,0.26,0.25,0.25,0.26,0.23,0.24,0.22,0.23,0.26,0.23,0.24,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.25,0.23,0.24,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.24,0.23,0.25,0.25,
2_015 : 0.25,0.27,0.25,0.24,0.26,0.25,0.24,0.26,0.25,0.27,0.26,0.26,0.24,0.26,0.25,0.22,0.22,0.25,0.27,0.28,0.26,0.25,0.26,0.26,0.25,0.25,0.26,0.24,0.26,0.26,0.27,0.23,0.25,0.25,0.26,0.24,0.25,0.26,0.27,0.27,0.24,0.26,0.23,0.26,0.26,0.24,0.25,0.26,0.28,0.25,
2_007 : 0.26,0.23,0.24,0.25,0.23,0.22,0.27,0.25,0.24,0.27,0.26,0.26,0.23,0.24,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.27,0.26,0.25,0.25,0.26,0.24,0.23,0.26,0.24,0.24,0.26,0.23,0.24,0.25,0.28,0.26,0.22,0.26,0.23,0.25,0.24,0.22,0.26,0.25,0.23,0.25,0.25,0.25,
2_042 : 0.26,0.24,0.25,0.25,0.25,0.25,0.25,0.23,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.25,0.27,0.25,0.24,0.24,0.25,0.25,0.26,0.25,0.24,0.26,0.26,0.28,0.24,0.25,0.24,0.25,0.24,
2_044 : 0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.26,0.25,0.24,0.24,0.26,0.26,0.26,0.24,0.24,0.24,0.26,0.25,0.25,0.24,0.24,0.26,0.24,0.25,0.27,0.25,0.24,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.25,0.25,0.24,0.26,0.25,0.25,0.24,
2_011 : 0.25,0.25,0.25,0.23,0.24,0.25,0.24,0.27,0.25,0.25,0.24,0.27,0.26,0.26,0.26,0.26,0.26,0.24,0.23,0.26,0.24,0.25,0.26,0.26,0.25,0.24,0.25,0.23,0.24,0.25,0.25,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.26,0.26,0.24,0.25,0.26,0.24,0.23,0.26,0.26,0.24,
2_U100-001 : 0.25,0.25,0.24,0.25,0.23,0.25,0.24,0.25,0.25,0.24,0.23,0.24,0.23,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.23,0.24,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.24,0.23,0.25,0.24,0.25,0.25,0.24,0.24,0.24,0.25,0.24,0.25,
2_U100-000 : 0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.25,0.25,0.24,0.25,0.24,0.24,
2_U10-008 : 0.24,0.27,0.25,0.24,0.23,0.25,0.24,0.24,0.25,0.24,0.25,0.24,0.25,0.25,0.27,0.25,0.25,0.25,0.26,0.25,0.28,0.25,0.26,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.26,0.25,0.24,0.24,0.25,0.24,0.25,0.25,0.27,0.24,0.25,0.24,0.24,0.26,0.25,0.24,0.25,
2_001 : 0.25,0.24,0.24,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,
2_036 : 0.24,0.25,0.27,0.25,0.24,0.25,0.24,0.24,0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.24,0.25,0.24,0.24,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.24,
2_033 : 0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.24,0.25,0.25,0.25,
2_054 : 0.26,0.26,0.25,0.29,0.28,0.22,0.29,0.25,0.26,0.27,0.29,0.27,0.25,0.25,0.29,0.25,0.26,0.27,0.26,0.26,0.3,0.25,0.27,0.28,0.23,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.29,0.25,0.26,0.25,0.25,0.25,0.25,0.28,0.26,0.27,0.24,0.29,0.2,0.26,0.25,0.23,0.25,
2_005 : 0.23,0.23,0.24,0.23,0.24,0.25,0.22,0.26,0.24,0.25,0.23,0.26,0.25,0.24,0.24,0.24,0.25,0.23,0.25,0.26,0.21,0.23,0.24,0.25,0.26,0.23,0.27,0.26,0.25,0.23,0.22,0.25,0.26,0.21,0.24,0.23,0.23,0.25,0.24,0.2,0.23,0.23,0.27,0.23,0.22,0.21,0.25,0.23,0.22,0.25,
2_047 : 0.23,0.26,0.28,0.23,0.29,0.26,0.26,0.27,0.28,0.23,0.28,0.26,0.23,0.24,0.23,0.24,0.24,0.25,0.25,0.24,0.28,0.23,0.25,0.27,0.29,0.25,0.3,0.25,0.21,0.23,0.25,0.25,0.22,0.24,0.25,0.24,0.25,0.24,0.26,0.23,0.28,0.22,0.32,0.24,0.25,0.24,0.27,0.26,0.23,0.26,
2_U100-004 : 0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.24,
2_030 : 0.22,0.22,0.25,0.25,0.26,0.26,0.24,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.27,0.27,0.27,0.23,0.27,0.25,0.24,0.24,0.26,0.25,0.25,0.23,0.24,0.24,0.24,0.23,0.24,0.21,0.24,0.24,0.22,0.25,0.23,0.27,0.25,0.25,0.24,0.23,0.27,0.22,0.28,0.25,0.26,0.23,0.21,0.25,
2_049 : 0.24,0.27,0.25,0.25,0.26,0.23,0.25,0.24,0.24,0.26,0.26,0.24,0.25,0.26,0.24,0.25,0.26,0.23,0.25,0.24,0.24,0.27,0.24,0.23,0.24,0.26,0.25,0.24,0.28,0.23,0.23,0.25,0.25,0.24,0.25,0.24,0.24,0.25,0.27,0.25,0.27,0.25,0.24,0.24,0.27,0.25,0.24,0.24,0.25,0.24,
2_009 : 0.23,0.26,0.23,0.25,0.26,0.27,0.21,0.21,0.22,0.24,0.25,0.26,0.23,0.23,0.24,0.25,0.24,0.26,0.27,0.23,0.28,0.25,0.24,0.26,0.24,0.24,0.25,0.27,0.25,0.23,0.26,0.24,0.23,0.25,0.23,0.24,0.27,0.21,0.24,0.27,0.23,0.25,0.23,0.27,0.27,0.22,0.27,0.26,0.22,0.27,
2_U10-005 : 0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.23,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,
2_U10-007 : 0.26,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.27,0.24,0.25,0.25,0.25,0.26,0.25,0.25,0.25,
2_017 : 0.26,0.25,0.25,0.24,0.25,0.24,0.25,0.23,0.25,0.25,0.24,0.24,0.24,0.23,0.26,0.25,0.24,0.25,0.25,0.25,0.24,0.23,0.24,0.25,0.25,0.24,0.23,0.25,0.26,0.26,0.24,0.26,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.24,0.23,0.25,0.23,0.24,0.24,0.25,0.23,0.25,0.24,0.24,
2_002 : 0.25,0.26,0.25,0.23,0.25,0.25,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.24,0.26,0.25,0.24,0.25,0.24,0.25,0.24,0.25,0.24,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.26,0.24,0.25,0.26,
2_013 : 0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.28,0.25,0.24,0.25,0.24,0.25,0.26,0.25,0.27,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.25,0.25,0.23,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,
2_032 : 0.26,0.25,0.27,0.27,0.25,0.27,0.27,0.27,0.27,0.25,0.25,0.27,0.24,0.28,0.24,0.25,0.27,0.25,0.27,0.27,0.25,0.24,0.26,0.26,0.27,0.28,0.27,0.24,0.24,0.26,0.25,0.26,0.25,0.25,0.27,0.26,0.24,0.28,0.28,0.26,0.26,0.27,0.25,0.26,0.27,0.28,0.25,0.25,0.27,0.24,
2_U100-008 : 0.25,0.25,0.23,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.24,0.25,
2_006 : 0.25,0.24,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.24,0.25,0.25,0.26,0.25,0.25,0.27,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.26,0.24,0.25,0.25,0.26,0.26,0.25,0.25,
2_040 : 0.29,0.23,0.28,0.26,0.19,0.23,0.24,0.26,0.26,0.25,0.3,0.29,0.24,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.24,0.29,0.22,0.29,0.26,0.24,0.22,0.23,0.22,0.24,0.23,0.23,0.24,0.23,0.26,0.29,0.23,0.23,0.27,0.22,0.25,0.2,0.3,0.21,0.22,0.25,0.21,0.28,0.25,0.26,
2_U10-001 : 0.24,0.26,0.23,0.24,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.24,0.25,0.25,0.25,0.26,0.24,0.24,0.25,0.27,0.24,0.24,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.25,0.23,0.25,0.24,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.27,0.24,0.24,0.26,0.25,0.25,0.23,0.24,0.25,0.26,
2_039 : 0.25,0.29,0.26,0.27,0.28,0.29,0.26,0.26,0.26,0.23,0.23,0.27,0.25,0.26,0.27,0.26,0.25,0.27,0.22,0.27,0.27,0.26,0.28,0.26,0.25,0.28,0.25,0.26,0.25,0.26,0.26,0.28,0.27,0.25,0.27,0.27,0.28,0.27,0.24,0.26,0.27,0.25,0.27,0.26,0.3,0.25,0.27,0.23,0.26,0.24,
