2_017 : 0.61,0.65,0.55,0.58,0.55,0.44,0.6,0.54,0.43,0.48,0.56,0.56,0.59,0.29,0.55,0.55,0.59,0.55,0.63,0.57,0.59,0.57,0.55,0.52,0.54,0.56,0.35,0.57,0.55,0.52,0.39,0.59,0.61,0.69,0.6,0.3,0.31,0.45,0.53,0.7,0.57,0.59,0.69,0.35,0.58,0.57,0.56,0.6,0.58,0.53,
2_002 : 0.73,0.72,0.74,0.64,0.7,0.71,0.63,0.71,0.63,0.65,0.69,0.7,0.7,0.63,0.7,0.65,0.7,0.73,0.7,0.64,0.7,0.7,0.64,0.67,0.71,0.72,0.71,0.72,0.7,0.64,0.72,0.7,0.71,0.7,0.63,0.7,0.63,0.64,0.7,0.71,0.64,0.73,0.64,0.64,0.63,0.71,0.74,0.7,0.65,0.63,
2_013 : 0.73,0.73,0.76,0.69,0.72,0.76,0.75,0.76,0.6,0.61,0.7,0.64,0.77,0.6,0.73,0.75,0.75,0.61,0.66,0.61,0.74,0.75,0.67,0.59,0.74,0.76,0.75,0.72,0.74,0.76,0.63,0.59,0.58,0.6,0.77,0.64,0.66,0.73,0.73,0.74,0.76,0.74,0.74,0.74,0.76,0.67,0.72,0.75,0.75,0.63,
2_032 : 0.73,0.72,0.6,0.68,0.77,0.7,0.72,0.66,0.58,0.76,0.74,0.62,0.73,0.7,0.63,0.75,0.68,0.71,0.71,0.71,0.73,0.7,0.73,0.65,0.69,0.61,0.65,0.61,0.71,0.69,0.75,0.73,0.7,0.77,0.67,0.73,0.66,0.66,0.67,0.73,0.75,0.66,0.75,0.75,0.71,0.62,0.76,0.72,0.7,0.75,
2_U100-008 : 0.78,0.77,0.75,0.79,0.77,0.77,0.78,0.78,0.78,0.77,0.76,0.77,0.76,0.77,0.75,0.77,0.78,0.78,0.75,0.77,0.78,0.77,0.76,0.77,0.77,0.79,0.76,0.77,0.76,0.77,0.77,0.77,0.76,0.78,0.78,0.76,0.77,0.76,0.74,0.77,0.78,0.76,0.78,0.76,0.76,0.77,0.77,0.79,0.76,0.77,
2_006 : 0.75,0.76,0.75,0.74,0.74,0.76,0.76,0.76,0.76,0.75,0.74,0.75,0.75,0.76,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.8,0.74,0.75,0.75,0.76,0.74,0.76,0.75,0.74,0.76,0.75,0.75,0.76,0.76,0.75,0.76,0.76,0.76,0.75,0.76,0.76,0.77,0.73,0.76,0.76,0.78,0.73,0.75,0.75,
2_040 : 0.35,0.35,0.57,0.6,0.31,0.34,0.29,0.42,0.33,0.33,0.34,0.37,0.39,0.31,0.5,0.41,0.44,0.52,0.28,0.65,0.56,0.33,0.35,0.38,0.33,0.35,0.39,0.31,0.35,0.35,0.31,0.31,0.61,0.33,0.35,0.38,0.33,0.36,0.37,0.34,0.67,0.34,0.32,0.34,0.29,0.29,0.32,0.59,0.64,0.55,
2_U10-001 : 0.71,0.62,0.74,0.71,0.74,0.73,0.74,0.73,0.62,0.74,0.6,0.74,0.75,0.72,0.73,0.78,0.72,0.73,0.69,0.67,0.73,0.72,0.74,0.73,0.67,0.74,0.77,0.74,0.73,0.73,0.73,0.75,0.64,0.61,0.75,0.74,0.74,0.75,0.74,0.73,0.62,0.75,0.72,0.61,0.73,0.75,0.7,0.7,0.72,0.61,
2_039 : 0.43,0.47,0.75,0.47,0.44,0.45,0.69,0.44,0.54,0.49,0.5,0.59,0.42,0.47,0.45,0.54,0.5,0.47,0.61,0.47,0.6,0.47,0.52,0.47,0.53,0.47,0.48,0.5,0.55,0.47,0.54,0.47,0.48,0.58,0.49,0.47,0.49,0.5,0.47,0.59,0.71,0.45,0.55,0.56,0.42,0.56,0.43,0.67,0.44,0.59,
2_U100-002 : 0.77,0.77,0.77,0.78,0.77,0.79,0.77,0.76,0.76,0.79,0.77,0.78,0.77,0.77,0.76,0.78,0.78,0.78,0.77,0.77,0.77,0.78,0.76,0.77,0.78,0.78,0.77,0.78,0.78,0.77,0.79,0.77,0.78,0.77,0.78,0.77,0.77,0.77,0.78,0.77,0.78,0.76,0.77,0.77,0.78,0.77,0.77,0.77,0.78,0.78,
2_U100-009 : 0.77,0.77,0.78,0.78,0.77,0.78,0.78,0.76,0.78,0.77,0.77,0.78,0.77,0.74,0.77,0.78,0.77,0.78,0.77,0.77,0.77,0.75,0.77,0.76,0.78,0.77,0.76,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.75,0.77,0.77,0.77,0.78,0.76,0.77,0.78,0.77,0.77,0.78,
2_000 : 0.65,0.66,0.73,0.74,0.66,0.75,0.66,0.66,0.65,0.67,0.67,0.66,0.73,0.66,0.66,0.66,0.66,0.65,0.67,0.75,0.67,0.76,0.66,0.65,0.75,0.65,0.65,0.65,0.66,0.65,0.65,0.65,0.64,0.75,0.74,0.75,0.67,0.65,0.65,0.71,0.67,0.75,0.65,0.65,0.74,0.66,0.65,0.72,0.7,0.66,
2_U100-005 : 0.77,0.78,0.76,0.75,0.77,0.74,0.75,0.76,0.74,0.77,0.75,0.74,0.75,0.76,0.77,0.77,0.74,0.76,0.77,0.75,0.74,0.75,0.75,0.75,0.76,0.75,0.75,0.75,0.74,0.74,0.76,0.75,0.75,0.77,0.75,0.78,0.75,0.74,0.78,0.76,0.75,0.77,0.77,0.78,0.76,0.75,0.75,0.75,0.77,0.75,
2_U10-002 : 0.73,0.72,0.73,0.76,0.77,0.74,0.77,0.75,0.61,0.75,0.67,0.73,0.73,0.74,0.65,0.73,0.74,0.76,0.74,0.75,0.73,0.73,0.75,0.7,0.76,0.75,0.73,0.74,0.74,0.74,0.72,0.75,0.74,0.73,0.74,0.71,0.72,0.73,0.73,0.71,0.74,0.75,0.71,0.76,0.74,0.78,0.75,0.76,0.73,0.63,
2_026 : 0.68,0.57,0.59,0.59,0.56,0.66,0.57,0.58,0.58,0.57,0.59,0.59,0.58,0.61,0.57,0.55,0.58,0.59,0.57,0.63,0.62,0.59,0.61,0.64,0.56,0.61,0.64,0.57,0.6,0.65,0.59,0.55,0.58,0.63,0.63,0.6,0.59,0.69,0.61,0.61,0.56,0.66,0.59,0.64,0.6,0.61,0.48,0.57,0.59,0.58,
2_043 : 0.6,0.59,0.57,0.55,0.67,0.63,0.51,0.5,0.63,0.6,0.58,0.62,0.63,0.57,0.56,0.42,0.31,0.32,0.31,0.65,0.35,0.6,0.62,0.66,0.47,0.6,0.36,0.25,0.66,0.59,0.6,0.55,0.31,0.61,0.32,0.58,0.52,0.6,0.59,0.6,0.61,0.58,0.33,0.39,0.3,0.64,0.47,0.62,0.58,0.64,
2_045 : 0.42,0.37,0.55,0.47,0.49,0.42,0.32,0.51,0.44,0.3,0.55,0.5,0.48,0.35,0.34,0.42,0.36,0.29,0.38,0.52,0.33,0.51,0.38,0.36,0.37,0.34,0.45,0.37,0.44,0.42,0.38,0.33,0.38,0.58,0.31,0.31,0.37,0.36,0.47,0.39,0.49,0.31,0.37,0.42,0.42,0.3,0.44,0.44,0.48,0.43,
